brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,price_index,transmission_group
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,72000,4.0,1.1480683804483074,AT (Automatic)
Mercedes-Benz,GLS 450 Base,2022,41545,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,No,71998,3.0,0.8177529248020279,AT (Automatic)
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,127899,4.0,2.039399969318862,AT (Automatic)
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Blue,Red,None reported,Yes,11000,1.6,1.0731707317073171,Manual
Toyota,4Runner Limited,2019,48156,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Sand Beige,None reported,No,40368,4.0,1.091442274295626,AT (Automatic)
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99900,4.0,1.2179665865513833,AT (Automatic)
Audi,RS 7 4.0T Performance Prestige,2017,39071,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,No,67900,4.0,1.400092377229013,AT (Automatic)
Mazda,MX-5 Miata Base,1999,96680,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Green,Beige,At least 1 accident or damage reported,Yes,12900,1.8,1.178082191780822,Manual
Mercedes-Benz,AMG C 43 Base,2017,53500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,33999,3.0,0.5867966862271315,AT (Automatic)
Chevrolet,Corvette Z06,2007,11025,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,Manual,Orange,Black,None reported,Yes,47500,7.0,1.8463941424250137,Manual
Ford,F-250 King Ranch,2021,44000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,73000,6.7,1.458353227535467,AT (Automatic)
Volkswagen,Tiguan 2.0T SE,2022,11000,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,27900,2.0,0.6871988886590016,AT (Automatic)
BMW,750 Li xDrive,2012,103000,Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16000,4.4,0.6911695885381043,AT (Automatic)
BMW,M3 CS,2024,456,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,128995,3.0,1.0631602082446188,AT (Automatic)
Lexus,GX 460 Base,2018,64000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,37300,4.6,0.8294516148864393,AT (Automatic)
Audi,Q7 3.0T Premium,2017,108000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,25999,3.0,0.5360972270335362,AT (Automatic)
Alfa,Romeo Stelvio Ti Sport,2018,37045,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26600,2.0,0.8347280334728033,AT (Automatic)
Land,Rover Defender X,2023,5433,Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,No,95998,3.0,0.7435615884118616,AT (Automatic)
BMW,750 i xDrive,2019,28744,Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,No,50998,4.4,1.0058479532163742,AT (Automatic)
BMW,M3 Base,2015,65800,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,44950,3.0,1.3299210035799875,AT (Automatic)
Audi,e-tron Prestige,2019,33012,Electric,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,38000,3.5,0.9283880544797655,AT (Automatic)
Lexus,IS 250 Base,2011,107818,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400,2.5,1.0755055190414793,AT (Automatic)
Land,Rover Range Rover Evoque SE Premium,2016,79500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,19000,2.0,0.6472969673569275,AT (Automatic)
Ferrari,California T,2015,20000,Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,124990,3.9,1.0,AT (Automatic)
Lexus,LC 500 Base,2018,37000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,63997,5.0,1.423121045519771,AT (Automatic)
Kia,EV6 Wind,2022,11945,UNKNOWN,111.2Ah / FR 70kW / RR 160kW (697V),Automatic,Glacier,Black,None reported,No,38998,3.5,1.031612853030421,AT (Automatic)
GMC,Sierra 1500 SLE Crew Cab,2005,131800,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800,5.3,1.0,AT (Automatic)
Lexus,ES 350 Base,2008,146000,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,8995,3.5,0.47595950331593057,AT (Automatic)
Nissan,370Z NISMO,2010,29000,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,–,None reported,Yes,29000,3.7,0.7827302711485622,Manual
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700,5.7,0.3202247191011236,AT (Automatic)
Ford,Expedition Limited,2016,85253,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19995,3.5,0.7597298650151075,AT (Automatic)
INFINITI,QX70 Base,2015,87009,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17800,3.7,1.04402500967776,AT (Automatic)
BMW,X5 M Base,2023,4348,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,No,105900,4.4,1.1728470946284932,AT (Automatic)
Lincoln,Navigator Select,2016,158000,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,19780,3.5,0.9635671796093119,AT (Automatic)
Volvo,V60 Cross Country T5,2020,10500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000,2.0,0.8763431175419548,AT (Automatic)
Audi,A7 3.0T Premium Plus,2018,45843,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,37000,3.0,0.913901291924099,AT (Automatic)
Ford,Bronco Sport Outer Banks,2021,15198,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Blue,Navy Pier,None reported,Yes,31621,1.5,0.6317066768205343,AT (Automatic)
Volkswagen,Eurovan MV,2001,220000,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,5500,2.8,0.5238095238095238,AT (Automatic)
Jaguar,F-TYPE R,2017,58000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500,5.0,1.5606128165056992,AT (Automatic)
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424,Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,No,44998,2.0,0.7706984551091015,AT (Automatic)
RAM,1500 Laramie,2021,38012,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,45277,5.7,0.9718792636904291,AT (Automatic)
Rivian,R1S Adventure Package,2023,2500,Electric,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,91000,3.5,0.9688760115526931,AT (Automatic)
BMW,M760 i xDrive,2021,11078,Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro",Manual,BLACK,WHITE,None reported,No,91900,6.6,1.538247537164744,Manual
Lexus,LX 570 Three-Row,2018,50000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,65000,5.7,1.4454250661559935,AT (Automatic)
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,38000,2.0,0.713744592132531,AT (Automatic)
Acura,MDX w/Technology Package,2023,3415,Gasoline,3.5 Liter SOHC,F,White,Parchment.,None reported,No,54998,3.5,1.103422293953472,Unknown
Lexus,LC 500 Base,2018,61000,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,65000,5.0,1.4454250661559935,AT (Automatic)
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500,3.0,1.0627600097334158,AT (Automatic)
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,34900,2.0,0.7682901691279036,AT (Automatic)
RAM,1500 Limited,2020,44362,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,50658,5.7,1.111399368697603,AT (Automatic)
Audi,S4 3.0T Premium,2019,18603,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Brilliant Black,Black,None reported,No,42900,3.0,1.048101250978472,AT (Automatic)
Audi,A8 4.0,2020,35999,Hybrid,4.0 Liter Turbo,Automatic,Mythos Black Metallic,Sarder Brown,None reported,No,59598,4.0,0.8604262814188847,AT (Automatic)
Cadillac,Escalade ESV Sport,2021,8044,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,93000,6.2,1.063944938869367,AT (Automatic)
Mercedes-Benz,AMG GT AMG GT S,2016,9738,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,85500,4.0,2.0880687021702307,AT (Automatic)
BMW,M3 Base,2009,112000,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,28000,4.0,1.4587638712814548,AT (Automatic)
Honda,Accord EX-L,2009,167300,Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,6250,2.4,1.0,AT (Automatic)
Cadillac,Escalade Premium,2015,71000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,35999,6.2,1.4232510328740586,AT (Automatic)
Acura,RDX Technology Package,2020,31015,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Ebony,None reported,Yes,36570,2.0,0.978941732845543,AT (Automatic)
BMW,X2 xDrive28i,2022,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,29999,2.0,0.4065648865307339,AT (Automatic)
Chrysler,Pacifica Touring,2017,63000,–,–,9-Speed A/T,White,Beige,None reported,Yes,20000,3.5,1.5384615384615385,AT (Automatic)
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,11995,2.4,1.0,AT (Automatic)
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,20937,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,No,104900,4.0,1.1655072870719494,AT (Automatic)
RAM,2500 Tradesman,2021,34365,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000,6.4,1.0303289674037723,AT (Automatic)
Mercedes-Benz,Metris Base,2018,32000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,44900,2.0,0.8604752137264002,AT (Automatic)
Land,Rover Range Rover Evoque S,2020,40237,Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,No,36998,2.0,0.633679306683109,AT (Automatic)
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,50000,2.0,1.2171432188082707,AT (Automatic)
Ford,Expedition King Ranch,2020,58700,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,48999,3.5,1.2334895039368976,AT (Automatic)
Toyota,Highlander Hybrid Limited,2006,264893,Hybrid,208.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,5000,3.3,0.534199448706169,AT (Automatic)
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,8500,4.7,0.7258753202391118,AT (Automatic)
Ford,Transit-350 Base,2023,195,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,87500,3.5,1.3293831662108782,AT (Automatic)
Chevrolet,Express 3500 LT,2016,120000,Diesel,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,19500,6.6,0.5894718239444152,AT (Automatic)
Chevrolet,Bolt EUV Premier,2022,14676,Electric,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,33000,3.5,0.5508293998932768,AT (Automatic)
Jeep,Wrangler Unlimited 4xe Sahara,2021,33704,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Bright White Clearcoat,Black,None reported,No,42998,2.0,0.988550671326099,AT (Automatic)
BMW,X7 xDrive40i,2023,2950,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,87000,3.0,0.9635287746239746,AT (Automatic)
Mercedes-Benz,AMG GT 53 Base,2021,17994,Gasoline,3.0L I6 24V GDI DOHC Turbo,9-Speed Automatic,–,–,None reported,Yes,87500,3.0,1.0667875507832438,AT (Automatic)
Toyota,Tundra Limited,2020,44101,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,Yes,45423,5.7,1.1355587777317466,AT (Automatic)
BMW,X1 xDrive28i,2021,25918,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,32000,2.0,0.5356248225165593,AT (Automatic)
BMW,135 i,2008,87000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,15300,3.0,0.8373717572368226,AT (Automatic)
Mazda,Mazda3 Touring,2018,28333,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,20500,2.5,0.8745547236620379,AT (Automatic)
Audi,A7 3.0T Premium Plus,2018,29294,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39999,3.0,0.9879766966397848,AT (Automatic)
Saturn,Sky Red Line,2008,37000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,14995,2.0,0.9372851338681112,AT (Automatic)
BMW,Z4 2.5i Roadster,2005,138000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,9950,2.5,0.7269406392694064,AT (Automatic)
Volvo,XC90 Hybrid T8 Inscription,2020,44487,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,65000,2.0,1.5822861844507519,AT (Automatic)
Acura,TLX A-Spec,2021,16878,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,38781,2.0,0.9766853242836545,AT (Automatic)
Acura,MDX w/Technology Package,2022,30177,Gasoline,3.5L 24V SOHC I-VTEC V6,2,Majestic Black Pearl,Espresso,None reported,No,46598,3.5,1.1566725619783425,Unknown
Chevrolet,Tahoe High Country,2021,53000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,67100,6.2,1.2569132570631125,AT (Automatic)
Tesla,Model Y Long Range,2021,61308,Electric,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,42000,3.5,0.8600764785465527,AT (Automatic)
Mercedes-Benz,GLK-Class GLK 350,2013,99200,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,No,11495,3.5,0.4323595787362086,AT (Automatic)
Chevrolet,Traverse LS,2022,32117,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,No,33299,3.6,0.5558202480923098,AT (Automatic)
BMW,550 Gran Turismo i,2013,79341,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16800,4.4,0.8078133883189506,AT (Automatic)
Land,Rover Range Rover Sport HSE,2007,220000,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,5750,4.4,1.0,AT (Automatic)
BMW,430 i xDrive,2021,16900,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,43000,2.0,0.7197458552566266,AT (Automatic)
Porsche,Cayman Base,2007,75137,Gasoline,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,At least 1 accident or damage reported,Yes,24999,2.7,0.43914356051765807,Manual
Ford,Expedition Max King Ranch,2021,37594,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Mesa,None reported,Yes,62595,3.5,1.25048794900798,AT (Automatic)
Rivian,R1S Adventure Package,2023,250,Electric,835.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,No,94000,3.5,1.000816978966518,AT (Automatic)
Mercedes-Benz,GLC 300 GLC 300,2021,12771,Gasoline,2.0 Liter Turbo,Automatic,Black,–,None reported,No,42598,2.0,0.5193487552944528,AT (Automatic)
Ford,Mustang Shelby GT500,2012,6400,Gasoline,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,48000,5.4,2.650835289244788,Manual
Tesla,Model Y Long Range,2021,69548,Electric,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,36300,3.5,0.743351813600949,AT (Automatic)
Nissan,370Z Base,2009,79893,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,15900,3.7,0.5038524567900117,AT (Automatic)
Toyota,Sequoia Platinum,2014,124838,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,33000,5.7,1.3462038580978752,AT (Automatic)
Nissan,NV Passenger NV3500 HD SL V8,2020,14353,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,63900,5.6,1.485174403402653,AT (Automatic)
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,22985,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,33500,2.5,0.5946832106464367,AT (Automatic)
INFINITI,QX80 Base,2014,161894,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,18900,5.6,1.0495408258886738,AT (Automatic)
Aston,Martin V8 Vantage Base,2008,25025,Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000,4.3,1.068566340160285,AT (Automatic)
Porsche,911 Carrera S,2017,16701,Gasoline,3.0 Liter,–,Red,–,None reported,No,107998,3.0,1.5652853338744295,–
Lotus,Evora 400 Base,2017,19650,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Red,None reported,Yes,69250,3.5,1.0,Manual
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,29500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,Yes,45000,2.0,0.770732709896208,AT (Automatic)
Nissan,Xterra S,2007,132272,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,6700,4.0,0.7952522255192879,Manual
Dodge,Charger R/T,2012,122000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,13500,5.7,0.574468085106383,AT (Automatic)
Buick,Encore GX Essence,2022,18185,Gasoline,1.3L I3 12V GDI DOHC Turbo,Automatic CVT,Summit White,Whisper Beige,None reported,No,31755,1.3,1.0,AT (Automatic)
Nissan,Leaf S,2018,56450,Electric,147.0HP Electric Motor Electric Fuel System,A/T,Black,Black,At least 1 accident or damage reported,Yes,13999,3.5,0.6194467060780913,AT (Automatic)
Nissan,Leaf SL,2012,102000,Electric,107.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,4200,3.5,0.33906514894647616,AT (Automatic)
Jeep,Grand Wagoneer Series III,2022,18428,Gasoline,6.4 Liter,Automatic,Baltic Gray,Black,None reported,No,83998,6.4,1.6258909949625213,AT (Automatic)
Nissan,Z Proto Spec,2023,535,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Manual,Yellow,Black,None reported,Yes,65990,3.0,1.62472917077014,Manual
Land,Rover Range Rover Sport HSE,2013,81648,Gasoline,"5L V-8 gasoline direct injection, DOHC, variable valve control,","Auto, 6-Spd w/CmdShft",Fuji White,–,None reported,No,15900,5.0,0.7368616183149505,AT (Automatic)
Porsche,Boxster S,2003,138202,Gasoline,3.2L H6 24V MPFI DOHC,Manual,Silver,Black,At least 1 accident or damage reported,Yes,22550,3.2,0.6754024709846499,Manual
Bentley,Continental GT Base,2004,69600,Gasoline,550.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,37900,6.0,1.0,AT (Automatic)
Jaguar,F-TYPE R,2018,39900,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,53600,5.0,1.1254671948710053,AT (Automatic)
Cadillac,Escalade ESV Sport,2021,36500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,85000,6.2,0.9724227935902817,AT (Automatic)
Audi,TT 2.0T,2018,42650,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,31990,2.0,0.7901541169905927,AT (Automatic)
Jeep,Wrangler Unlimited Sahara,2020,68816,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,35297,2.0,0.8921248299694864,AT (Automatic)
Audi,S6 4.0T,2016,91188,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29995,4.0,1.0736598353997846,AT (Automatic)
GMC,Sierra 2500 SLE,2015,116210,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Beige,None reported,Yes,31900,6.0,1.3166880548738846,Unknown
